Term,Course,Instructor,Section,Enrollment,Average,A,B,C,D,F,S,U,V,I,W,IJ,hc_A,hc_B,hc_C,hc_D,hc_F,hc_S,hc_U,hc_V,hc_I,hc_W,hc_IJ
201808,ACCT 2101,Jeffrey Hales,D,67,3.27,46.3,32.8,13.4,1.5,1.5,1.5,0.0,0.0,0.0,3.0,0.0,31.0,22.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
201808,ACCT 2101,Jeffrey Hales,E,67,3.44,52.2,35.8,4.5,3.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,35.0,24.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
201808,ACCT 2101,Wenqian Hu,A,45,3.53,64.4,17.8,13.3,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,29.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
201808,ACCT 2101,Deborah Turner,B,67,3.55,61.2,29.9,1.5,1.5,1.5,0.0,0.0,0.0,0.0,4.5,0.0,41.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
201808,ACCT 2101,Deborah Turner,C,65,3.58,67.7,21.5,7.7,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,44.0,14.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201808,ACCT 2102,Harold Covert,A,74,3.84,85.1,10.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,63.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201808,ACCT 2102,Arnold Schneider,B,23,2.72,26.1,21.7,17.4,8.7,4.3,0.0,0.0,0.0,0.0,21.7,0.0,6.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
201808,ACCT 2102,Arnold Schneider,C,48,2.70,27.1,27.1,20.8,10.4,4.2,0.0,0.0,0.0,0.0,10.4,0.0,13.0,13.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0
201808,AE 1355,Dimitrios Mavris,MAV,14,4.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201808,AE 1601,Benjamin Emerson,C,44,3.52,59.1,31.8,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,26.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
