Term,Course,Instructor,Section,Enrollment,Average,A,B,C,D,F,S,U,V,I,W,IJ,hc_A,hc_B,hc_C,hc_D,hc_F,hc_S,hc_U,hc_V,hc_I,hc_W,hc_IJ
202208,ACCT 2101,Ryan Blunck,E,69.0,3.22,53.6,23.2,14.5,0.0,5.8,0.0,0.0,0.0,0.0,2.9,0.0,37.0,16.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
202208,ACCT 2101,Nicole Mackenzie,A,70.0,3.36,54.3,31.4,8.6,2.9,1.4,0.0,0.0,0.0,0.0,1.4,0.0,38.0,22.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,ACCT 2101,Nicole Mackenzie,B,70.0,2.95,48.6,17.1,8.6,11.4,7.1,0.0,0.0,0.0,0.0,7.1,0.0,34.0,12.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0
202208,ACCT 2101,Katarzyna Rupar,C,70.0,3.32,50.0,31.4,12.9,2.9,0.0,0.0,1.4,0.0,0.0,1.4,0.0,35.0,22.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
202208,ACCT 2101,Katarzyna Rupar,D,69.0,3.07,34.8,44.9,10.1,8.7,0.0,0.0,0.0,0.0,0.0,1.4,0.0,24.0,31.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,ACCT 2102,Ryan Blunck,A,70.0,3.35,54.3,25.7,14.3,2.9,0.0,0.0,0.0,0.0,0.0,2.9,0.0,38.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
202208,ACCT 2102,Charles Irons,C,41.0,3.51,61.0,22.0,2.4,2.4,2.4,0.0,0.0,0.0,0.0,9.8,0.0,25.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
202208,ACCT 2102,Arnold Schneider,B,35.0,3.29,48.6,22.9,11.4,5.7,0.0,0.0,0.0,0.0,0.0,11.4,0.0,17.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
202208,AE 1355,Dimitrios Mavris,A,8.0,4.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,AE 1601,Mayuresh Patil,C,38.0,3.95,94.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,AE 1601,Mayuresh Patil,D,51.0,3.78,86.3,5.9,3.9,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,AE 1601,Turab Zaidi,A,72.0,4.00,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,AE 1601,Turab Zaidi,B,68.0,3.99,97.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,AE 2010,Jerry Seitzman,B,53.0,2.94,35.8,22.6,20.8,7.5,1.9,0.0,0.0,0.0,0.0,11.3,0.0,19.0,12.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
202208,AE 2010,Jerry Seitzman,R,1.0,4.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,AE 2010,Adam Steinberg,A,73.0,3.14,46.6,31.5,8.2,8.2,2.7,0.0,0.0,0.0,0.0,2.7,0.0,34.0,23.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
202208,AE 2010R,Jerry Seitzman,B,38.0,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
202208,AE 2010R,Jerry Seitzman,R1,1.0,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202208,AE 2010R,Adam Steinberg,A,66.0,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
202208,AE 2011,Jerry Seitzman,B,4.0,3.67,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202208,AE 2011,Adam Steinberg,A,3.0,2.33,33.3,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,AE 2011R,Jerry Seitzman,B,4.0,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
202208,AE 2011R,Adam Steinberg,A,2.0,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
202208,AE 2220,Mayuresh Patil,A,56.0,3.70,76.8,16.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,AE 2220,Turab Zaidi,B,61.0,3.42,50.8,37.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,31.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
